,instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,casualPrice,registeredPrice,totalPrice
1055,1056,,1,0,2,17,0,3,1,1,0.46,0.4545,0.28,0.2836,11,244,255,55,732,787
1056,1057,,1,0,2,18,0,3,1,1,0.4,0.4091,0.4,0.2239,20,202,222,100,606,706
1057,1058,,1,0,2,19,0,3,1,1,0.34,0.3182,0.53,0.2239,18,143,161,90,429,519
1058,1059,,1,0,2,20,0,3,1,1,0.38,0.3939,0.43,0.194,10,108,118,50,324,374
1059,1060,,1,0,2,21,0,3,1,1,0.36,0.3485,0.46,0.194,5,87,92,25,261,286
1060,1061,,1,0,2,22,0,3,1,1,0.34,0.3333,0.53,0.194,12,61,73,60,183,243
1061,1062,,1,0,2,23,0,3,1,1,0.38,0.3939,0.4,0.2239,2,31,33,10,93,103
1062,1063,,1,0,2,0,0,4,1,1,0.34,0.3333,0.53,0.194,1,16,17,5,48,53
1063,1064,,1,0,2,1,0,4,1,1,0.34,0.3182,0.53,0.2239,0,6,6,0,18,18
1064,1065,,1,0,2,2,0,4,1,2,0.34,0.3182,0.53,0.2239,2,4,6,10,12,22
1065,1066,,1,0,2,3,0,4,1,1,0.34,0.3333,0.53,0.194,3,1,4,15,3,18
1066,1067,,1,0,2,4,0,4,1,1,0.32,0.3182,0.57,0.194,3,1,4,15,3,18
1067,1068,,1,0,2,5,0,4,1,1,0.32,0.3333,0.66,0.0896,1,11,12,5,33,38
1068,1069,,1,0,2,6,0,4,1,1,0.3,0.303,0.7,0.1343,3,44,47,15,132,147
1069,1070,,1,0,2,7,0,4,1,1,0.32,0.3333,0.57,0.1045,7,119,126,35,357,392
1070,1071,,1,0,2,8,0,4,1,1,0.32,0.3333,0.57,0.0896,18,267,285,90,801,891
1071,1072,,1,0,2,9,0,4,1,1,0.36,0.3485,0.57,0.194,16,163,179,80,489,569
1072,1073,,1,0,2,10,0,4,1,1,0.38,0.3939,0.54,0.194,18,70,88,90,210,300
1073,1074,,1,0,2,11,0,4,1,2,0.44,0.4394,0.44,0.2537,19,71,90,95,213,308
1074,1075,,1,0,2,12,0,4,1,1,0.48,0.4697,0.41,0.2239,15,86,101,75,258,333
1075,1076,,1,0,2,13,0,4,1,1,0.54,0.5152,0.34,0.2239,15,108,123,75,324,399
1076,1077,,1,0,2,14,0,4,1,1,0.6,0.6212,0.31,0.2239,26,55,81,130,165,295
1077,1078,,1,0,2,15,0,4,1,1,0.6,0.6061,0.28,0.2537,15,91,106,75,273,348
1078,1079,,1,0,2,16,0,4,1,2,0.56,0.5303,0.35,0.2985,29,117,146,145,351,496
1079,1080,,1,0,2,17,0,4,1,2,0.58,0.5455,0.32,0.2985,18,256,274,90,768,858
1080,1081,,1,0,2,18,0,4,1,2,0.54,0.5152,0.42,0.2836,11,211,222,55,633,688
1081,1082,,1,0,2,19,0,4,1,1,0.48,0.4697,0.55,0.3284,14,161,175,70,483,553
1082,1083,,1,0,2,20,0,4,1,1,0.48,0.4697,0.59,0.3284,8,131,139,40,393,433
1083,1084,,1,0,2,21,0,4,1,1,0.52,0.5,0.55,0.3881,5,119,124,25,357,382
1084,1085,,1,0,2,22,0,4,1,1,0.5,0.4848,0.59,0.2836,8,68,76,40,204,244
1085,1086,,1,0,2,23,0,4,1,1,0.46,0.4545,0.67,0.2985,4,40,44,20,120,140
1086,1087,,1,0,2,0,0,5,1,1,0.44,0.4394,0.72,0.2836,12,20,32,60,60,120
1087,1088,,1,0,2,1,0,5,1,1,0.44,0.4394,0.72,0.2239,1,7,8,5,21,26
1088,1089,,1,0,2,2,0,5,1,1,0.44,0.4394,0.72,0.2836,2,5,7,10,15,25
1089,1090,,1,0,2,3,0,5,1,1,0.46,0.4545,0.67,0.2537,2,6,8,10,18,28
1090,1091,,1,0,2,4,0,5,1,1,0.46,0.4545,0.67,0.2537,0,1,1,0,3,3
1091,1092,,1,0,2,5,0,5,1,2,0.46,0.4545,0.67,0.1045,1,6,7,5,18,23
1092,1093,,1,0,2,6,0,5,1,2,0.44,0.4394,0.72,0.1642,2,48,50,10,144,154
1093,1094,,1,0,2,7,0,5,1,2,0.42,0.4242,0.77,0.2239,8,108,116,40,324,364
1094,1095,,1,0,2,8,0,5,1,2,0.42,0.4242,0.77,0.194,26,246,272,130,738,868
1095,1096,,1,0,2,9,0,5,1,2,0.42,0.4242,0.77,0.194,15,154,169,75,462,537
1096,1097,,1,0,2,10,0,5,1,2,0.44,0.4394,0.72,0.2239,17,78,95,85,234,319
1097,1098,,1,0,2,11,0,5,1,1,0.44,0.4394,0.72,0.1642,31,82,113,155,246,401
1098,1099,,1,0,2,12,0,5,1,1,0.5,0.4848,0.59,0.194,59,126,185,295,378,673
1099,1100,,1,0,2,13,0,5,1,1,0.6,0.6212,0.43,0.194,45,131,176,225,393,618
1100,1101,,1,0,2,14,0,5,1,1,0.66,0.6212,0.36,0.2985,73,118,191,365,354,719
1101,1102,,1,0,2,15,0,5,1,1,0.66,0.6212,0.36,0.3284,55,117,172,275,351,626
1102,1103,,1,0,2,16,0,5,1,1,0.66,0.6212,0.36,0.2836,68,164,232,340,492,832
1103,1104,,1,0,2,17,0,5,1,1,0.66,0.6212,0.34,0.3582,52,275,327,260,825,1085
1104,1105,,1,0,2,18,0,5,1,1,0.64,0.6212,0.33,0.3284,29,195,224,145,585,730
1105,1106,,1,0,2,19,0,5,1,1,0.62,0.6212,0.29,0.5821,16,146,162,80,438,518
1106,1107,,1,0,2,20,0,5,1,1,0.6,0.6212,0.31,0.194,19,105,124,95,315,410
1107,1108,,1,0,2,21,0,5,1,1,0.58,0.5455,0.21,0.4925,11,61,72,55,183,238
1108,1109,,1,0,2,22,0,5,1,1,0.54,0.5152,0.1,0.2537,19,88,107,95,264,359
1109,1110,,1,0,2,23,0,5,1,1,0.52,0.5,0.08,0.2836,16,61,77,80,183,263
1110,1111,,1,0,2,0,0,6,0,1,0.48,0.4697,0.12,0.4925,6,23,29,30,69,99
1111,1112,,1,0,2,1,0,6,0,1,0.46,0.4545,0.14,0.4179,10,21,31,50,63,113
1112,1113,,1,0,2,2,0,6,0,1,0.44,0.4394,0.13,0.3881,3,14,17,15,42,57
1113,1114,,1,0,2,3,0,6,0,1,0.42,0.4242,0.14,0.2985,0,7,7,0,21,21
1114,1115,,1,0,2,4,0,6,0,1,0.4,0.4091,0.15,0.3284,0,3,3,0,9,9
1115,1116,,1,0,2,5,0,6,0,1,0.4,0.4091,0.15,0.3284,0,3,3,0,9,9
1116,1117,,1,0,2,6,0,6,0,1,0.4,0.4091,0.17,0.4179,3,3,6,15,9,24
1117,1118,,1,0,2,7,0,6,0,1,0.38,0.3939,0.17,0.5224,6,16,22,30,48,78
1118,1119,,1,0,2,8,0,6,0,1,0.38,0.3939,0.17,0.5821,9,36,45,45,108,153
1119,1120,,1,0,2,9,0,6,0,1,0.4,0.4091,0.16,0.6567,18,37,55,90,111,201
1120,1121,,1,0,2,10,0,6,0,1,0.42,0.4242,0.16,0.5821,34,72,106,170,216,386
1121,1122,,1,0,2,11,0,6,0,1,0.44,0.4394,0.16,0.5821,47,76,123,235,228,463
1122,1123,,1,0,2,12,0,6,0,1,0.44,0.4394,0.18,0.4925,38,81,119,190,243,433
1123,1124,,1,0,2,13,0,6,0,1,0.44,0.4394,0.16,0.6119,52,103,155,260,309,569
1124,1125,,1,0,2,14,0,6,0,1,0.46,0.4545,0.15,0.6567,102,94,196,510,282,792
1125,1126,,1,0,2,15,0,6,0,1,0.44,0.4394,0.16,0.7463,84,87,171,420,261,681
1126,1127,,1,0,2,16,0,6,0,1,0.44,0.4394,0.16,0.6418,39,81,120,195,243,438
1127,1128,,1,0,2,17,0,6,0,1,0.42,0.4242,0.19,0.6119,36,91,127,180,273,453
1128,1129,,1,0,2,18,0,6,0,1,0.36,0.3182,0.25,0.4478,21,67,88,105,201,306
1129,1130,,1,0,2,19,0,6,0,1,0.34,0.303,0.29,0.3582,5,54,59,25,162,187
1130,1131,,1,0,2,20,0,6,0,1,0.32,0.2879,0.28,0.5224,9,38,47,45,114,159
1131,1132,,1,0,2,21,0,6,0,1,0.32,0.2727,0.26,0.5522,4,29,33,20,87,107
1132,1133,,1,0,2,22,0,6,0,1,0.3,0.2576,0.28,0.4925,2,42,44,10,126,136
1133,1134,,1,0,2,23,0,6,0,1,0.28,0.2424,0.33,0.4478,4,25,29,20,75,95
1134,1135,,1,0,2,0,0,0,0,1,0.26,0.2121,0.35,0.4478,3,14,17,15,42,57
1135,1136,,1,0,2,1,0,0,0,1,0.24,0.197,0.41,0.4627,5,11,16,25,33,58
1136,1137,,1,0,2,2,0,0,0,1,0.24,0.197,0.41,0.5522,0,17,17,0,51,51
1137,1138,,1,0,2,3,0,0,0,1,0.22,0.1818,0.44,0.5522,9,9,18,45,27,72
1138,1139,,1,0,2,4,0,0,0,1,0.22,0.1818,0.44,0.5522,0,1,1,0,3,3
1139,1140,,1,0,2,6,0,0,0,1,0.2,0.1818,0.47,0.2985,1,1,2,5,3,8
1140,1141,,1,0,2,7,0,0,0,1,0.18,0.1667,0.51,0.2537,0,2,2,0,6,6
1141,1142,,1,0,2,8,0,0,0,1,0.2,0.2273,0.51,0.1045,2,22,24,10,66,76
1142,1143,,1,0,2,9,0,0,0,1,0.22,0.2121,0.47,0.2836,7,48,55,35,144,179
1143,1144,,1,0,2,10,0,0,0,2,0.26,0.2576,0.41,0.194,34,70,104,170,210,380
1144,1145,,1,0,2,11,0,0,0,2,0.3,0.303,0.33,0.1642,72,89,161,360,267,627
1145,1146,,1,0,2,12,0,0,0,1,0.3,0.3182,0.33,0.1045,62,120,182,310,360,670
1146,1147,,1,0,2,13,0,0,0,1,0.34,0.3333,0.29,0.0,76,122,198,380,366,746
1147,1148,,1,0,2,14,0,0,0,1,0.36,0.3485,0.27,0.1642,108,104,212,540,312,852
1148,1149,,1,0,2,15,0,0,0,1,0.36,0.3636,0.27,0.0896,66,102,168,330,306,636
1149,1150,,1,0,2,16,0,0,0,1,0.36,0.3636,0.29,0.0896,59,88,147,295,264,559
1150,1151,,1,0,2,17,0,0,0,1,0.34,0.3485,0.33,0.1642,60,86,146,300,258,558
1151,1152,,1,0,2,18,0,0,0,2,0.34,0.3333,0.36,0.1343,30,71,101,150,213,363
1152,1153,,1,0,2,19,0,0,0,2,0.34,0.3333,0.36,0.1343,3,39,42,15,117,132
1153,1154,,1,0,2,20,0,0,0,2,0.34,0.3636,0.42,0.0,12,30,42,60,90,150
1154,1155,,1,0,2,21,0,0,0,2,0.32,0.3485,0.53,0.0,17,39,56,85,117,202
1155,1156,,1,0,2,22,0,0,0,2,0.32,0.303,0.57,0.2239,4,43,47,20,129,149
1156,1157,,1,0,2,23,0,0,0,2,0.3,0.303,0.61,0.1642,9,45,54,45,135,180
1157,1158,,1,0,2,0,1,1,0,2,0.34,0.303,0.42,0.3284,7,30,37,35,90,125
1158,1159,,1,0,2,1,1,1,0,2,0.34,0.303,0.42,0.3284,2,11,13,10,33,43
1159,1160,,1,0,2,2,1,1,0,2,0.34,0.303,0.42,0.3284,1,3,4,5,9,14
1160,1161,,1,0,2,3,1,1,0,2,0.34,0.303,0.42,0.2985,2,3,5,10,9,19
1161,1162,,1,0,2,4,1,1,0,1,0.32,0.3182,0.45,0.1642,1,0,1,5,0,5
1162,1163,,1,0,2,5,1,1,0,2,0.34,0.3636,0.36,0.0,1,2,3,5,6,11
1163,1164,,1,0,2,6,1,1,0,2,0.42,0.4242,0.26,0.2985,2,6,8,10,18,28
1164,1165,,1,0,2,7,1,1,0,2,0.42,0.4242,0.26,0.2836,3,16,19,15,48,63
1165,1166,,1,0,2,8,1,1,0,2,0.32,0.303,0.57,0.2985,7,56,63,35,168,203
1166,1167,,1,0,2,9,1,1,0,2,0.32,0.303,0.57,0.2836,11,46,57,55,138,193
1167,1168,,1,0,2,10,1,1,0,2,0.32,0.303,0.57,0.2537,29,52,81,145,156,301
1168,1169,,1,0,2,11,1,1,0,2,0.32,0.3333,0.57,0.1045,20,70,90,100,210,310
1169,1170,,1,0,2,12,1,1,0,2,0.32,0.3182,0.66,0.194,26,67,93,130,201,331
1170,1171,,1,0,2,13,1,1,0,3,0.3,0.2727,0.81,0.3284,28,75,103,140,225,365
1171,1172,,1,0,2,14,1,1,0,2,0.32,0.303,0.76,0.2537,15,101,116,75,303,378
1172,1173,,1,0,2,15,1,1,0,2,0.3,0.2727,0.7,0.4478,11,76,87,55,228,283
1173,1174,,1,0,2,16,1,1,0,3,0.28,0.2424,0.75,0.4179,8,48,56,40,144,184
1174,1175,,1,0,2,17,1,1,0,2,0.28,0.2576,0.75,0.3881,18,62,80,90,186,276
1175,1176,,1,0,2,18,1,1,0,2,0.24,0.2121,0.87,0.3582,2,64,66,10,192,202
1176,1177,,1,0,2,19,1,1,0,2,0.24,0.2121,0.87,0.3582,0,49,49,0,147,147
1177,1178,,1,0,2,20,1,1,0,3,0.24,0.2121,0.81,0.3881,0,29,29,0,87,87
1178,1179,,1,0,2,21,1,1,0,3,0.22,0.197,0.75,0.4478,1,33,34,5,99,104
1179,1180,,1,0,2,22,1,1,0,3,0.2,0.1667,0.75,0.4179,0,11,11,0,33,33
1180,1181,,1,0,2,23,1,1,0,3,0.2,0.1667,0.75,0.4179,0,2,2,0,6,6
1181,1182,,1,0,2,6,0,2,1,2,0.12,0.1212,0.8,0.2836,0,7,7,0,21,21
1182,1183,,1,0,2,7,0,2,1,2,0.12,0.1212,0.8,0.2836,0,40,40,0,120,120
1183,1184,,1,0,2,8,0,2,1,2,0.12,0.1212,0.8,0.2537,7,107,114,35,321,356
1184,1185,,1,0,2,9,0,2,1,2,0.14,0.1212,0.74,0.2537,5,101,106,25,303,328
1185,1186,,1,0,2,10,0,2,1,1,0.16,0.1818,0.69,0.0,0,44,44,0,132,132
1186,1187,,1,0,2,11,0,2,1,1,0.16,0.2273,0.64,0.0,7,43,50,35,129,164
1187,1188,,1,0,2,12,0,2,1,1,0.2,0.2273,0.59,0.1045,7,48,55,35,144,179
1188,1189,,1,0,2,13,0,2,1,1,0.22,0.2273,0.55,0.1642,3,52,55,15,156,171
1189,1190,,1,0,2,14,0,2,1,1,0.22,0.2273,0.55,0.194,9,49,58,45,147,192
1190,1191,,1,0,2,15,0,2,1,1,0.24,0.2273,0.48,0.194,2,67,69,10,201,211
1191,1192,,1,0,2,16,0,2,1,1,0.22,0.2273,0.51,0.1642,7,79,86,35,237,272
1192,1193,,1,0,2,17,0,2,1,1,0.22,0.2121,0.51,0.2239,8,188,196,40,564,604
1193,1194,,1,0,2,18,0,2,1,1,0.22,0.2273,0.47,0.1343,6,161,167,30,483,513
1194,1195,,1,0,2,19,0,2,1,1,0.2,0.1818,0.47,0.2836,4,114,118,20,342,362
1195,1196,,1,0,2,20,0,2,1,1,0.2,0.197,0.47,0.2239,3,102,105,15,306,321
1196,1197,,1,0,2,21,0,2,1,1,0.2,0.197,0.47,0.2537,2,80,82,10,240,250
1197,1198,,1,0,2,22,0,2,1,1,0.16,0.1515,0.43,0.2537,1,76,77,5,228,233
1198,1199,,1,0,2,23,0,2,1,1,0.16,0.1515,0.43,0.2537,3,18,21,15,54,69
1199,1200,,1,0,2,0,0,3,1,1,0.14,0.1364,0.5,0.194,0,6,6,0,18,18
1200,1201,,1,0,2,1,0,3,1,1,0.14,0.1515,0.46,0.1642,0,4,4,0,12,12
1201,1202,,1,0,2,2,0,3,1,1,0.12,0.1515,0.5,0.1343,0,1,1,0,3,3
1202,1203,,1,0,2,3,0,3,1,1,0.12,0.1364,0.5,0.1642,0,2,2,0,6,6
1203,1204,,1,0,2,5,0,3,1,1,0.12,0.1515,0.5,0.1045,0,8,8,0,24,24
1204,1205,,1,0,2,6,0,3,1,1,0.12,0.1515,0.5,0.1045,0,36,36,0,108,108
1205,1206,,1,0,2,7,0,3,1,1,0.12,0.1515,0.54,0.1343,2,94,96,10,282,292
1206,1207,,1,0,2,8,0,3,1,1,0.14,0.1515,0.54,0.1642,8,227,235,40,681,721
1207,1208,,1,0,2,9,0,3,1,1,0.18,0.2121,0.51,0.0896,9,130,139,45,390,435
1208,1209,,1,0,2,10,0,3,1,1,0.2,0.2576,0.4,0.0,4,47,51,20,141,161
1209,1210,,1,0,2,11,0,3,1,1,0.24,0.2576,0.41,0.1045,16,53,69,80,159,239
1210,1211,,1,0,2,12,0,3,1,1,0.26,0.2879,0.35,0.0896,11,56,67,55,168,223
1211,1212,,1,0,2,13,0,3,1,1,0.3,0.3182,0.28,0.0896,9,78,87,45,234,279
1212,1213,,1,0,2,14,0,3,1,1,0.32,0.3333,0.29,0.1045,17,61,78,85,183,268
1213,1214,,1,0,2,15,0,3,1,1,0.34,0.3485,0.25,0.0896,18,54,72,90,162,252
1214,1215,,1,0,2,16,0,3,1,1,0.34,0.3636,0.25,0.0,15,79,94,75,237,312
1215,1216,,1,0,2,17,0,3,1,1,0.34,0.3485,0.25,0.0896,15,207,222,75,621,696
1216,1217,,1,0,2,18,0,3,1,1,0.32,0.3333,0.26,0.0896,3,206,209,15,618,633
1217,1218,,1,0,2,19,0,3,1,1,0.3,0.3333,0.33,0.0,6,135,141,30,405,435
1218,1219,,1,0,2,20,0,3,1,1,0.24,0.2424,0.6,0.1642,2,107,109,10,321,331
1219,1220,,1,0,2,21,0,3,1,1,0.24,0.2879,0.48,0.0,2,89,91,10,267,277
1220,1221,,1,0,2,22,0,3,1,1,0.24,0.2879,0.48,0.0,1,60,61,5,180,185
1221,1222,,1,0,2,23,0,3,1,1,0.22,0.2576,0.55,0.0896,1,38,39,5,114,119
1222,1223,,1,0,2,0,0,4,1,1,0.22,0.2576,0.55,0.0896,0,11,11,0,33,33
1223,1224,,1,0,2,1,0,4,1,1,0.22,0.2576,0.6,0.0896,0,7,7,0,21,21
1224,1225,,1,0,2,2,0,4,1,1,0.2,0.2273,0.64,0.0896,0,4,4,0,12,12
1225,1226,,1,0,2,3,0,4,1,1,0.2,0.2121,0.64,0.1343,0,2,2,0,6,6
1226,1227,,1,0,2,5,0,4,1,1,0.2,0.2121,0.69,0.1343,1,3,4,5,9,14
1227,1228,,1,0,2,6,0,4,1,1,0.2,0.197,0.69,0.194,0,58,58,0,174,174
1228,1229,,1,0,2,7,0,4,1,1,0.2,0.197,0.72,0.194,0,104,104,0,312,312
1229,1230,,1,0,2,8,0,4,1,1,0.24,0.2273,0.7,0.2239,8,244,252,40,732,772
1230,1231,,1,0,2,9,0,4,1,2,0.24,0.2121,0.75,0.2985,4,133,137,20,399,419
1231,1232,,1,0,2,10,0,4,1,2,0.26,0.2424,0.7,0.2836,8,49,57,40,147,187
1232,1233,,1,0,2,11,0,4,1,2,0.32,0.2879,0.57,0.3881,8,71,79,40,213,253
1233,1234,,1,0,2,12,0,4,1,2,0.36,0.3333,0.53,0.3582,10,85,95,50,255,305
1234,1235,,1,0,2,13,0,4,1,2,0.38,0.3939,0.54,0.2985,16,72,88,80,216,296
1235,1236,,1,0,2,14,0,4,1,2,0.4,0.4091,0.5,0.2985,2,67,69,10,201,211
1236,1237,,1,0,2,15,0,4,1,3,0.4,0.4091,0.54,0.3881,5,58,63,25,174,199
1237,1238,,1,0,2,16,0,4,1,3,0.38,0.3939,0.62,0.2836,4,67,71,20,201,221
1238,1239,,1,0,2,17,0,4,1,3,0.36,0.3485,0.66,0.194,9,168,177,45,504,549
1239,1240,,1,0,2,18,0,4,1,2,0.34,0.303,0.87,0.3284,5,132,137,25,396,421
1240,1241,,1,0,2,19,0,4,1,3,0.34,0.303,0.93,0.2985,3,112,115,15,336,351
1241,1242,,1,0,2,20,0,4,1,2,0.34,0.303,0.93,0.3582,2,87,89,10,261,271
1242,1243,,1,0,2,21,0,4,1,2,0.34,0.303,0.87,0.3284,7,76,83,35,228,263
1243,1244,,1,0,2,22,0,4,1,3,0.34,0.3182,0.87,0.2836,5,50,55,25,150,175
1244,1245,,1,0,2,23,0,4,1,2,0.32,0.303,0.93,0.2239,3,47,50,15,141,156
1245,1246,,1,0,2,0,0,5,1,3,0.32,0.3485,0.93,0.0,1,8,9,5,24,29
1246,1247,,1,0,2,1,0,5,1,2,0.32,0.3485,1.0,0.0,1,9,10,5,27,32
1247,1248,,1,0,2,2,0,5,1,2,0.32,0.3485,1.0,0.0,0,3,3,0,9,9
1248,1249,,1,0,2,3,0,5,1,2,0.32,0.3333,0.93,0.1045,1,1,2,5,3,8
1249,1250,,1,0,2,5,0,5,1,2,0.32,0.3333,0.93,0.1045,1,5,6,5,15,20
1250,1251,,1,0,2,6,0,5,1,3,0.34,0.3485,0.93,0.0896,0,11,11,0,33,33
1251,1252,,1,0,2,7,0,5,1,3,0.34,0.3333,1.0,0.1343,1,34,35,5,102,107
1252,1253,,1,0,2,8,0,5,1,3,0.36,0.3485,0.93,0.1343,3,70,73,15,210,225
1253,1254,,1,0,2,9,0,5,1,3,0.34,0.303,0.93,0.3582,3,111,114,15,333,348
1254,1255,,1,0,2,10,0,5,1,3,0.42,0.4242,0.94,0.3284,7,42,49,35,126,161
1255,1256,,1,0,2,11,0,5,1,1,0.52,0.5,0.77,0.4478,9,50,59,45,150,195
1256,1257,,1,0,2,12,0,5,1,3,0.54,0.5152,0.6,0.4627,20,95,115,100,285,385
1257,1258,,1,0,2,13,0,5,1,3,0.54,0.5152,0.6,0.4627,6,77,83,30,231,261
1258,1259,,1,0,2,14,0,5,1,3,0.56,0.5303,0.56,0.6119,14,71,85,70,213,283
1259,1260,,1,0,2,15,0,5,1,1,0.46,0.4545,0.41,0.806,5,50,55,25,150,175
1260,1261,,1,0,2,16,0,5,1,1,0.32,0.2879,0.49,0.4627,11,91,102,55,273,328
1261,1262,,1,0,2,17,0,5,1,1,0.32,0.2727,0.49,0.7463,8,181,189,40,543,583
1262,1263,,1,0,2,18,0,5,1,1,0.32,0.2879,0.49,0.4925,7,150,157,35,450,485
1263,1264,,1,0,2,19,0,5,1,1,0.3,0.2727,0.52,0.4478,4,86,90,20,258,278
1264,1265,,1,0,2,20,0,5,1,1,0.3,0.2576,0.49,0.6119,2,60,62,10,180,190
1265,1266,,1,0,2,21,0,5,1,1,0.28,0.2576,0.48,0.3881,7,56,63,35,168,203
1266,1267,,1,0,2,22,0,5,1,1,0.26,0.2121,0.48,0.4478,7,43,50,35,129,164
1267,1268,,1,0,2,23,0,5,1,1,0.26,0.2273,0.48,0.3284,2,37,39,10,111,121
1268,1269,,1,0,2,0,0,6,0,1,0.24,0.2273,0.52,0.194,3,25,28,15,75,90
1269,1270,,1,0,2,1,0,6,0,1,0.24,0.2121,0.52,0.2985,2,25,27,10,75,85
1270,1271,,1,0,2,2,0,6,0,1,0.22,0.197,0.6,0.3582,3,9,12,15,27,42
1271,1272,,1,0,2,3,0,6,0,1,0.22,0.2273,0.55,0.1343,1,7,8,5,21,26
1272,1273,,1,0,2,4,0,6,0,2,0.22,0.2576,0.6,0.0896,1,1,2,5,3,8
1273,1274,,1,0,2,5,0,6,0,2,0.22,0.2424,0.64,0.1045,1,9,10,5,27,32
1274,1275,,1,0,2,6,0,6,0,1,0.22,0.2727,0.6,0.0,1,6,7,5,18,23
1275,1276,,1,0,2,7,0,6,0,1,0.22,0.2576,0.6,0.0896,1,21,22,5,63,68
1276,1277,,1,0,2,8,0,6,0,2,0.24,0.2879,0.6,0.0,2,55,57,10,165,175
1277,1278,,1,0,2,9,0,6,0,2,0.26,0.2576,0.56,0.1642,9,65,74,45,195,240
1278,1279,,1,0,2,10,0,6,0,2,0.3,0.303,0.49,0.1343,14,71,85,70,213,283
1279,1280,,1,0,2,11,0,6,0,1,0.3,0.3333,0.45,0.0,26,100,126,130,300,430
1280,1281,,1,0,2,12,0,6,0,2,0.32,0.3182,0.45,0.1642,45,115,160,225,345,570
1281,1282,,1,0,2,13,0,6,0,2,0.34,0.3182,0.42,0.2537,38,136,174,190,408,598
1282,1283,,1,0,2,14,0,6,0,2,0.34,0.303,0.36,0.3284,57,154,211,285,462,747
1283,1284,,1,0,2,15,0,6,0,2,0.36,0.3333,0.4,0.2836,40,125,165,200,375,575
1284,1285,,1,0,2,16,0,6,0,1,0.36,0.3333,0.46,0.2836,41,130,171,205,390,595
1285,1286,,1,0,2,17,0,6,0,1,0.36,0.3485,0.43,0.2239,53,130,183,265,390,655
1286,1287,,1,0,2,18,0,6,0,1,0.34,0.3333,0.46,0.194,26,111,137,130,333,463
1287,1288,,1,0,2,19,0,6,0,1,0.32,0.303,0.49,0.2537,30,64,94,150,192,342
1288,1289,,1,0,2,20,0,6,0,1,0.3,0.303,0.56,0.1642,8,60,68,40,180,220
1289,1290,,1,0,2,21,0,6,0,1,0.28,0.2727,0.65,0.2537,9,59,68,45,177,222
1290,1291,,1,0,2,22,0,6,0,1,0.28,0.2727,0.75,0.2239,8,38,46,40,114,154
1291,1292,,1,0,2,23,0,6,0,1,0.28,0.2576,0.75,0.2836,5,29,34,25,87,112
1292,1293,,1,0,2,0,0,0,0,1,0.26,0.2424,0.87,0.2836,8,26,34,40,78,118
1293,1294,,1,0,2,1,0,0,0,1,0.26,0.2576,0.87,0.194,7,30,37,35,90,125
1294,1295,,1,0,2,2,0,0,0,1,0.26,0.2727,0.87,0.1343,2,20,22,10,60,70
1295,1296,,1,0,2,3,0,0,0,1,0.26,0.2879,0.87,0.0896,3,8,11,15,24,39
1296,1297,,1,0,2,4,0,0,0,1,0.24,0.2424,0.87,0.1343,0,2,2,0,6,6
1297,1298,,1,0,2,6,0,0,0,1,0.24,0.2879,0.87,0.0,2,1,3,10,3,13
1298,1299,,1,0,2,7,0,0,0,1,0.24,0.2424,0.87,0.1343,6,8,14,30,24,54
1299,1300,,1,0,2,8,0,0,0,1,0.26,0.303,0.87,0.0,9,26,35,45,78,123
1300,1301,,1,0,2,9,0,0,0,1,0.28,0.303,0.87,0.0896,17,42,59,85,126,211
1301,1302,,1,0,2,10,0,0,0,1,0.3,0.303,0.81,0.1642,24,79,103,120,237,357
1302,1303,,1,0,2,11,0,0,0,1,0.36,0.3485,0.62,0.1343,33,92,125,165,276,441
1303,1304,,1,0,2,12,0,0,0,1,0.4,0.4091,0.54,0.0896,61,132,193,305,396,701
1304,1305,,1,0,2,13,0,0,0,1,0.42,0.4242,0.47,0.0,90,169,259,450,507,957
1305,1306,,1,0,2,14,0,0,0,1,0.44,0.4394,0.47,0.0896,105,177,282,525,531,1056
1306,1307,,1,0,2,15,0,0,0,1,0.46,0.4545,0.44,0.1343,98,163,261,490,489,979
1307,1308,,1,0,2,16,0,0,0,1,0.48,0.4697,0.44,0.1642,98,170,268,490,510,1000
1308,1309,,1,0,2,17,0,0,0,1,0.42,0.4242,0.54,0.194,66,121,187,330,363,693
1309,1310,,1,0,2,18,0,0,0,1,0.4,0.4091,0.54,0.194,24,103,127,120,309,429
1310,1311,,1,0,2,19,0,0,0,1,0.4,0.4091,0.54,0.1343,16,86,102,80,258,338
1311,1312,,1,0,2,20,0,0,0,1,0.4,0.4091,0.54,0.0896,9,72,81,45,216,261
1312,1313,,1,0,2,21,0,0,0,1,0.38,0.3939,0.62,0.1642,8,61,69,40,183,223
1313,1314,,1,0,2,22,0,0,0,2,0.38,0.3939,0.62,0.1045,2,67,69,10,201,211
1314,1315,,1,0,2,23,0,0,0,2,0.36,0.3485,0.62,0.1642,6,53,59,30,159,189
1315,1316,,1,0,2,0,0,1,1,2,0.36,0.3636,0.66,0.1045,5,25,30,25,75,100
1316,1317,,1,0,2,1,0,1,1,3,0.34,0.303,0.87,0.3582,1,7,8,5,21,26
1317,1318,,1,0,2,3,0,1,1,3,0.32,0.3182,0.93,0.1642,0,1,1,0,3,3
1318,1319,,1,0,2,5,0,1,1,2,0.34,0.3636,0.93,0.0,1,4,5,5,12,17
